,Unnamed: 0,index,entry,primaryDataVersion,secondaryDataVersion,tertiaryDataVersion,studySiteID,sessionID,metricName,metricIdentifier,rawValue,scoredValue,zScoreInSample,zScoreInPopulation,tScoreInSample,tScoreInPopulation,metricTitle,StrengthAdvice,WeaknessAdvice,metricDesc,cogAbil,cogName,average,score_rating,image_path,colors
59,59,27,366,0,0,0,example,inventor,SAD,0,130.0,4.8675346374512,-1.2982985821511528,-0.8516362077098303,37.01701417848847,41.48363792290169,Score Attack Deliberation,You scored high in SAD. Your strengths may lie in ,You scored low in SAD. You may struggle with ,"SAD measures a player’s inhibitory control,  namely, their ability to withhold action until the proper timing, even when they have a strong impulse to take the action anyway.  ",waiting for the proper moment to act and fighting impulses.,Inhibition,5.37,low,static/images/zscoresimg/low.png,#f5971d
60,60,28,367,0,0,0,example,inventor,SAV,0,70.0,4.2484951019287,0.8544550903633523,0.7924590437379457,58.54455090363352,57.92459043737946,Score Attack Verbosity,You scored high in SAV. Your strengths may lie in ,You scored low in SAV. You may struggle with ,"SAV measures a player’s working memory,  namely, their ability to encode and store temporary chunks of information and appropriately access it later for usage.   ",remembering multiple chunks of information at once and being able to access such information from memory at a later point in time.,Keeping Things in Memory,3.67,high,static/images/zscoresimg/high.png,#96dc46
61,61,29,368,0,0,0,example,inventor,SAR,0,20333.0,9.9200000762939,0.0,9.19203604e-08,50.0,50.00000091920361,Score Attack Record,You scored high in SAR. Your strengths may lie in ,You scored low in SAR. You may struggle with ,"SAR measures a player’s strategic thinking,  namely, their ability to abstractly come up with “best approaches” to a relatively open-ended task or need.   ",thinking of good solutions when facing open-ended tasks.,Strategic Thinking,9.92,average,static/images/zscoresimg/average.png,#fac833
62,62,57,84,0,0,0,example,inventor,TACR,0,1.4109642349613194,1.4855263288738736,1.4010033649971865,1.7363517570645175,64.01003364997186,67.36351757064517,Task-Appropriate Coordinate Repeat,You scored high in TACR. Your strengths may lie in ,You scored low in TACR. You may struggle with ,"TACR measures a player’s ability to set shift or adapt, namely how easily they are able to recognize and appropriately adapt their behavior to changing circumstances and rules.",being able to recognize when rules or expectations have changed and adapting to it.,Set Shifting,-1.31,high,static/images/zscoresimg/high.png,#96dc46
63,63,18,349,0,0,0,example,ninja,MDS,0,9.0,9.0,0.3032036572769555,-0.0157068062827221,53.03203657276956,49.84293193717278,Maximum Difficulty Solved,You scored high in MDS. Your strengths may lie in ,You scored low in MDS. You may struggle with ,"MDS measures a player’s planning ability, namely, their ability to think through sequential, logical steps and deduce the appropriate current course of action.   ",being able to think tasks through sequentially and understanding how to complete it.,Planning,9.03,average,static/images/zscoresimg/average.png,#fac833
64,64,19,350,0,0,0,example,ninja,SAD,0,215.0,5.3706378936768,-0.1376052791587849,0.0010811757233888,48.62394720841215,50.01081175723389,Score Attack Deliberation,You scored high in SAD. Your strengths may lie in ,You scored low in SAD. You may struggle with ,"SAD measures a player’s inhibitory control,  namely, their ability to withhold action until the proper timing, even when they have a strong impulse to take the action anyway.  ",waiting for the proper moment to act and fighting impulses.,Inhibition,5.37,average,static/images/zscoresimg/average.png,#fac833
65,65,21,352,0,0,0,example,ninja,SAR,0,20333.0,9.9200000762939,0.0,9.19203604e-08,50.0,50.00000091920361,Score Attack Record,You scored high in SAR. Your strengths may lie in ,You scored low in SAR. You may struggle with ,"SAR measures a player’s strategic thinking,  namely, their ability to abstractly come up with “best approaches” to a relatively open-ended task or need.   ",thinking of good solutions when facing open-ended tasks.,Strategic Thinking,9.92,average,static/images/zscoresimg/average.png,#fac833
66,66,20,351,0,0,0,example,ninja,SAV,0,39.0,3.6635615825653,0.1845954349763202,-0.0088197499105477,51.8459543497632,49.91180250089453,Score Attack Verbosity,You scored high in SAV. Your strengths may lie in ,You scored low in SAV. You may struggle with ,"SAV measures a player’s working memory,  namely, their ability to encode and store temporary chunks of information and appropriately access it later for usage.   ",remembering multiple chunks of information at once and being able to access such information from memory at a later point in time.,Keeping Things in Memory,3.67,average,static/images/zscoresimg/average.png,#fac833
67,67,67,78,0,0,0,example,ninja,EFCS,0,-0.0149266638932673,0.1096985405920054,-0.0161051961029955,0.0296985405920054,49.838948038970045,50.29698540592005,Executive Function Composite Score,You scored high in EFCS. Your strengths may lie in ,You scored low in EFCS. You may struggle with ,EFCS measures a player's overall executive function and ability to plan and execute tasks.,"being able to plan for complex, multi-step novel tasks and appropriately regulating your behavior.",Executive Function,0.08,average,static/images/zscoresimg/average.png,#fac833
68,68,55,80,0,0,0,example,ninja,TACR,0,-1.537166728734778,-0.93148274117856,0.1371099849057005,0.235103887466733,51.371099849057,52.35103887466733,Task-Appropriate Coordinate Repeat,You scored high in TACR. Your strengths may lie in ,You scored low in TACR. You may struggle with ,"TACR measures a player’s ability to set shift or adapt, namely how easily they are able to recognize and appropriately adapt their behavior to changing circumstances and rules.",being able to recognize when rules or expectations have changed and adapting to it.,Set Shifting,-1.31,average,static/images/zscoresimg/average.png,#fac833
69,69,72,88,0,0,0,example,seeker,EFCS,0,-0.2385118691555285,-0.1064942184075569,-0.2573435332306994,-0.1864942184075569,47.42656466769301,48.135057815924434,Executive Function Composite Score,You scored high in EFCS. Your strengths may lie in ,You scored low in EFCS. You may struggle with ,EFCS measures a player's overall executive function and ability to plan and execute tasks.,"being able to plan for complex, multi-step novel tasks and appropriately regulating your behavior.",Executive Function,0.08,average,static/images/zscoresimg/average.png,#fac833
70,70,39,390,0,0,0,example,seeker,SAD,0,360.0,5.8861041069031,1.0516102033629915,0.8747527235645763,60.51610203362992,58.74752723564576,Score Attack Deliberation,You scored high in SAD. Your strengths may lie in ,You scored low in SAD. You may struggle with ,"SAD measures a player’s inhibitory control,  namely, their ability to withhold action until the proper timing, even when they have a strong impulse to take the action anyway.  ",waiting for the proper moment to act and fighting impulses.,Inhibition,5.37,high,static/images/zscoresimg/high.png,#96dc46
71,71,40,391,0,0,0,example,seeker,SAV,0,10.0,2.3025851249695,-1.3739803530331878,-1.873171061685616,36.26019646966813,31.26828938314384,Score Attack Verbosity,You scored high in SAV. Your strengths may lie in ,You scored low in SAV. You may struggle with ,"SAV measures a player’s working memory,  namely, their ability to encode and store temporary chunks of information and appropriately access it later for usage.   ",remembering multiple chunks of information at once and being able to access such information from memory at a later point in time.,Keeping Things in Memory,3.67,low,static/images/zscoresimg/low.png,#f5971d
72,72,38,389,0,0,0,example,seeker,MDS,0,9.0,9.0,0.3032036572769555,-0.0157068062827221,53.03203657276956,49.84293193717278,Maximum Difficulty Solved,You scored high in MDS. Your strengths may lie in ,You scored low in MDS. You may struggle with ,"MDS measures a player’s planning ability, namely, their ability to think through sequential, logical steps and deduce the appropriate current course of action.   ",being able to think tasks through sequentially and understanding how to complete it.,Planning,9.03,average,static/images/zscoresimg/average.png,#fac833
73,73,60,90,0,0,0,example,seeker,TACR,0,-2.58177105638582,-1.6276234251571506,-0.3107223911966952,-0.1972816305323916,46.892776088033045,48.02718369467608,Task-Appropriate Coordinate Repeat,You scored high in TACR. Your strengths may lie in ,You scored low in TACR. You may struggle with ,"TACR measures a player’s ability to set shift or adapt, namely how easily they are able to recognize and appropriately adapt their behavior to changing circumstances and rules.",being able to recognize when rules or expectations have changed and adapting to it.,Set Shifting,-1.31,average,static/images/zscoresimg/average.png,#fac833
74,74,41,392,0,0,0,example,seeker,SAR,0,20333.0,9.9200000762939,0.0,9.19203604e-08,50.0,50.00000091920361,Score Attack Record,You scored high in SAR. Your strengths may lie in ,You scored low in SAR. You may struggle with ,"SAR measures a player’s strategic thinking,  namely, their ability to abstractly come up with “best approaches” to a relatively open-ended task or need.   ",thinking of good solutions when facing open-ended tasks.,Strategic Thinking,9.92,average,static/images/zscoresimg/average.png,#fac833
